,Reviews,Sentiment,Sentiment_Type
1060,"`` recently flew london bologna , aircraft full requested people place cabin bag hold checked luggage save space . , arrived carry bag accompanied many flight past 3 year damaged beyond repair use journey . approached damaged/lost baggage area , lodged claim provided evidence , explained continuing travel needed replace bag asap . advised representative ring ba service line . made call spoke replacing bag reasonable submitted claim . well still going , despite replacing bag cheaper version total cost refunded . instead asked produce receipt 3 year ago offered half money due depreciation . despite good flight etc ongoing angst money refused refund . `` ; ;",-1,Negative
1061,`` venice london city . really great experience british airway . enjoyed much flying british airway . lovely staff great service . `` ; ;,1,Positive
1062,"`` san francisco london . terrible service food . cramped uncomfortable seat terrible entertainment , one flight n't working . crew could n't care le , fly ! ! ! `` ; ;",-1,Negative
1063,"`` heathrow vancouver . seat booked given , took 3 month respond complaint submitting multiple message update . dirty plane , fantastic front line staff would never fly ba . `` ; ;",-1,Negative
1064,`` london bucharest . first class ground staff air 's quite disappointment . basic economy seat little cushion agony sit longer 15 '' . £1.95 coca-cola ? `` ; ;,-1,Negative
1065,"`` forgot purchased hand baggage fare . airport charged 60 euro bag came almost much fare cost . staff check-in could le helpful . whole experience bad low-cost airline . boarding process saw category 5 board last , much glass water offered . seat little legroom one toilet a319 economy cabin . `` ; ;",-1,Negative
1066,"`` passenger front reclines his/her seat , make difficult get one 's seat . arm rest go way , middle/window seat passenger climb . little leg room leg rest . boeing 777 ife screen smaller one british airway 's 747-400s could upgrade . saving grace flight excellent service dedicated professional flight crew . `` ; ;",-1,Negative
1067,"`` boston london . world traveler seat . nice headrest . legroom okay overall cramped especially passenger front reclines his/her seat . seat back almost lap making impossible read british airway ' magazine even use ipad . ordered special meal ( halal low sodium ) . muslim meal ( chicken tikka masala naan ) restaurant quality . flavorful spicy hot . gulab jamun dessert also restaurant quality like mom 's . low sodium meal - herb roasted chicken , tomato rice , petite broccoli , diced red pepper carrot delicious . dessert consisted fresh blueberry blackberry . ife good . bright clear led screen good selection entertainment movie several language . `` ; ;",1,Positive
1068,"`` london athens . fortunate get exit row seat advance . spacious plenty legroom . width cramped boeing 747-400 flown . carry ; however , transit process , british airway ground staff made u check one carry bag . idea criterion used select passenger check carry bag . bare bone service , meal ( okay ) , complimentary soft drink water . bottled water available purchase . hindsight , would better flying aegean airline . `` ; ;",-1,Negative
1069,"`` london johannesburg . impressed lady checked u . something went wrong booking , supposed fly 18:10 ( boyfriend ) back home south africa visit uk , somehow ticket booked 21:10. n't even notice brought check-in . shocked fact would traveling ( 's first trip overseas ) . willing help fixed within matter 1 minute . obviously thought would able sit next . grateful heart checking bag . gave u boarding pass mentioned best seat aircraft ! awesome ! thank british airway helpful staff . `` ; ;",1,Positive
1070,"`` newark bangalore return via london ba premium economy ( world traveler plus ) . paid 40 % premium economy ( $ 600 extra ) approximately $ 150 per leg . worth ? 'd say broadly yes , though would n't want pay much would harder justify one leg 6-7 hour involved . boarding : premium economy get standard 2 checked bag allowance whereas economy 1 bag though numerous exception allow 2 ( india us/canada one exception though n't clear applies travel originating either end ) . sure got extra bag use 2 bag allowance boarding : board zone 3 first/business & oneworld elite . helpful get dibs overhead storage - n't fit premium economy always put front behind economy begin boarding . mean also get fairly quickly - help 're hurry get security heathrow connecting flight immigration final destination . flight : welcome drink premium economy ( champagne , juice , water depending departure time ) . also hot towel service also . 787 cabin : 787-9 nicely done premium economy cabin . 2-3-2 seating opposed 3-3-3 economy . somewhat wider seat . seat pitch also decent . new style slimmer seat though possibly le cushioned get older seat - seat comfortable . food tray come armrest seat back storage ( though much ) . small drink tray built front arm rest share neighbor . recliner style footrest support calf . get noise canceling headset nice basic amenity kit eyeshade , sock toothpaste . seat back screen large easy use . restroom cabin one immediately behind economy - long walk 777 cabin : 777 2-4-2 seating premium economy ( club world ) opposed 3-3-3 economy . 777 version used lhr-blr sector small premium economy cabin - 3 row seat . give sort cosy feel . walk way economy section immediately behind get restroom . economy looked pretty full leg 777 premium economy full - seat next vacant leg . helped stretch sure . seat back screen old 777 much smaller seat older possibly cushioned slimmer 787 seat . food : nothing much . n't think different regular economy meal would . ok - nothing write home . , long journey , premium economy product offer additional comfort along early boarding baggage . worth extra long haul like u india . bit harder justify shorter flight fewer leg . `` ; ;",-1,Negative
